PRP$,RB,DT,JJ,NN,",",CC,VB,VBG,IN,.,NNP,NNS,PRP,VBP,MD,TO,VBZ,:,VBN,RP,WP,WRB,CD,WDT,PDT,JJR,RBR,VBD,UH,``,'',(,),JJS,EX,FW,RBS,NNPS,$,WP$,#,SYM,POS
12,59,54,48,84,27,35,38,15,71,21,22,17,50,31,15,17,19,5,9,2,3,3,1,5,0,1,2,9,0,1,1,2,2,1,1,0,2,0,0,0,0,0,0
10,11,21,11,29,5,10,22,6,22,8,3,11,21,17,5,7,5,3,2,4,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,60,37,32,63,31,26,25,21,42,33,11,17,60,15,6,12,13,0,9,3,2,2,10,2,0,0,1,30,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0
33,116,118,126,247,115,76,118,32,170,103,32,71,120,98,20,57,49,31,26,13,11,15,24,9,3,5,3,55,0,2,2,4,8,3,3,1,3,0,0,0,0,0,0
68,243,225,201,390,207,128,207,54,361,169,115,118,338,162,63,100,56,8,45,17,25,23,20,24,6,14,12,113,2,7,5,14,14,2,6,0,3,0,0,0,0,0,0
12,30,26,28,48,9,15,19,4,21,22,16,10,32,25,4,20,6,3,3,0,0,3,6,3,2,1,0,7,2,0,0,6,5,0,0,0,0,0,0,0,0,0,0
0,6,2,2,6,3,1,5,0,1,10,2,0,12,3,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,184,151,148,266,62,80,102,42,161,180,63,41,292,127,27,46,49,23,18,6,16,30,15,12,0,11,4,90,3,5,13,2,3,4,4,0,3,2,0,0,0,0,0
24,86,76,70,128,34,29,68,34,118,64,35,31,121,64,18,52,32,4,7,11,8,6,5,6,0,6,3,24,0,2,2,2,2,2,5,0,0,0,0,0,0,0,0
17,53,46,31,76,35,16,62,20,77,31,28,20,60,23,22,25,9,4,8,3,3,11,3,2,0,7,4,4,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0
5,7,8,1,11,4,2,4,3,6,7,2,5,7,4,1,0,4,0,0,1,3,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,54,47,46,81,19,19,35,5,48,41,39,13,42,28,10,10,17,7,2,4,3,8,10,4,1,1,0,17,2,0,0,2,5,2,1,0,1,0,0,0,0,0,0
8,56,46,44,90,28,15,31,14,51,20,27,16,50,27,3,17,9,3,5,6,5,3,11,2,0,2,0,19,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
14,24,51,37,80,26,14,38,11,58,39,29,19,46,31,7,18,22,5,9,5,13,5,0,2,0,3,1,6,0,2,0,2,3,4,1,0,0,0,0,0,0,0,0
10,16,13,10,17,12,5,20,6,16,21,9,8,36,15,3,11,6,4,1,1,2,2,0,0,0,2,0,14,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
13,29,27,25,49,17,14,25,10,54,21,9,9,60,18,9,16,9,1,7,4,1,3,2,1,1,0,2,18,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0
90,249,235,251,396,30,127,304,70,343,367,153,114,549,281,109,136,115,60,49,26,29,27,27,21,0,14,3,58,7,1,2,4,37,5,11,0,1,1,1,0,0,0,0
24,66,51,62,99,49,57,30,19,83,29,32,42,76,48,7,23,13,6,20,5,1,3,19,3,1,4,1,31,0,7,7,0,0,4,4,0,1,0,0,0,0,0,0
9,39,28,31,66,13,14,42,14,40,34,7,14,59,21,14,12,12,1,8,2,4,6,3,1,1,0,1,18,1,0,0,3,4,1,1,1,0,0,0,0,0,0,0
8,16,26,20,38,12,18,5,7,28,20,22,15,30,17,0,4,7,1,12,1,1,2,6,0,0,1,0,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
166,433,367,345,792,353,189,449,131,514,595,296,178,727,353,124,211,145,31,64,32,46,42,27,15,5,30,12,171,9,5,6,10,15,20,18,2,2,4,0,0,0,0,0
41,119,78,89,166,16,49,92,37,119,119,63,36,211,94,25,50,26,5,17,8,7,8,14,1,2,8,4,58,0,0,0,3,2,6,0,0,0,0,1,0,0,0,0
14,34,46,53,89,22,16,53,8,54,48,7,19,90,35,18,28,20,0,10,8,11,5,3,2,0,1,2,20,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0
48,165,127,104,221,85,61,160,38,162,104,74,57,171,76,49,73,54,9,14,14,10,13,9,11,0,13,7,27,2,4,0,8,19,4,6,0,1,0,0,0,0,0,0
15,56,46,33,112,42,24,45,13,82,29,13,13,81,45,14,25,19,0,10,4,5,4,6,3,0,4,1,22,0,2,2,2,2,3,1,0,0,0,0,0,0,0,0
5,10,7,7,16,1,3,12,5,15,8,0,1,18,7,2,6,4,0,0,1,2,0,0,2,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
38,67,109,60,170,85,58,98,30,110,67,27,36,142,88,19,49,25,8,13,12,7,8,7,4,0,6,2,14,1,1,1,0,1,3,4,0,0,0,0,0,0,0,0
18,20,32,21,62,31,28,27,10,41,32,31,17,49,12,9,14,14,1,8,2,2,2,4,0,0,4,0,21,2,4,4,0,0,2,0,0,0,0,0,0,0,0,0
187,556,380,356,698,323,324,487,152,558,493,220,260,635,381,114,221,153,12,58,37,54,44,33,12,6,42,14,101,0,18,18,43,43,22,15,3,1,3,0,0,0,0,0
5,43,24,26,43,0,22,32,7,33,19,16,23,49,27,4,27,13,0,6,1,7,7,8,1,0,3,0,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9,23,28,27,40,11,16,16,11,51,16,10,18,29,15,5,7,7,3,7,1,6,3,4,0,0,5,2,14,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0
